flight_id,customer_id,flight_date,origin,destination,ticket_class,booking_value
c2ee709e-6b7b-43d6-a9b6-69d477049a51,1008,2025-07-18 22:55:49,HAN,PQC,business,14077381
e6b01abd-526b-4d56-9aed-4ff21ab3970b,1008,2025-05-05 19:14:45,HAN,PQC,business,13694129
3cc479ab-e833-4b0b-b68f-11010ad224e2,1008,2024-11-14 13:13:20,SGN,DAD,business,13813821
90b85613-202e-45ce-bbc8-475fe2bb2475,1008,2025-02-17 06:58:25,SGN,HAN,business,9716535
c2227909-3588-43e0-8bd3-4958c3f9900e,1008,2025-05-26 20:25:07,SGN,HAN,business,9010693
3f92bfe1-ab52-46b3-bafd-07b8f9d86f81,1008,2025-04-17 10:34:04,SGN,DAD,economy,1935307
f3f70c9a-88f5-4484-b535-69a44a4118f8,1009,2024-12-05 14:16:07,SGN,HAN,economy,2917467
151c9633-a3ee-44b7-8713-676741b58ca9,1009,2024-03-12 22:12:14,SGN,DAD,economy,1598184
993cfb41-7d11-45b5-901a-b7e1bad395c6,1010,2025-06-02 23:53:22,HAN,PQC,economy,2235616
1a4d37a0-88ec-445c-a211-9333b7a16fd9,1010,2024-07-22 18:43:47,SGN,SIN,business,7659946
8d43fe16-084c-475c-88a4-9881f5b24338,1010,2024-12-27 19:12:34,SGN,DAD,economy,2338987
8833b7b2-bb34-429a-947a-7cd1a2e7e89c,1010,2025-01-23 06:42:09,SGN,HAN,economy,2736858
56607084-32fd-49e8-843c-c809f965b161,1010,2024-03-09 18:05:14,SGN,DAD,business,11349172
1a5bfaf8-afaa-4d15-ad02-17b22b7a79a8,1010,2024-12-20 07:30:44,SGN,HAN,business,5109072
3c559fe2-f908-4bda-bddf-cc36ad15c1c8,1010,2024-01-20 11:52:50,SGN,HAN,economy,2635529
baa2421c-61a3-4d69-9c67-8ffbe9a1d05c,1010,2025-04-21 21:43:21,SGN,HAN,business,12097974
611c61e5-740c-4197-bf36-88d4c3036920,1010,2025-08-12 09:22:15,HAN,BKK,business,5857351
bb86c1fd-c7e2-4f26-a686-a9a636aa3478,1010,2025-01-13 04:05:13,HAN,PQC,business,6992869
df99648e-8510-4796-9c82-7f98b770dd21,1010,2024-08-18 22:41:44,SGN,SIN,business,14478073
39715007-7313-4402-b2fe-22670dcf66ff,1010,2024-05-02 23:27:21,SGN,SIN,business,10752272
301521a4-0dea-4706-9e8c-650cfce3808e,1010,2025-05-22 00:04:36,SGN,DAD,economy,2620551
b7eca585-9a0e-4203-8d2f-4a62efabdc26,1010,2025-05-08 09:12:22,SGN,DAD,business,12226509
ae2a9ef0-3243-4589-9bf5-635c3e40ff84,1010,2025-08-13 15:10:27,HAN,PQC,business,12333207
f5c95f69-b85f-489a-86db-45e5286dd225,1010,2025-03-19 17:17:15,SGN,SIN,business,13677787
1f2ddf84-7d0a-4dbd-8093-5200b90a5b76,1010,2024-05-24 23:07:04,SGN,HAN,economy,2039431
b9f4501d-0fba-4ca8-8a05-6a551ae77d12,1010,2024-12-14 10:01:33,SGN,DAD,business,13381383
374adf29-3358-462d-a466-1222fe82e30d,1011,2025-04-18 03:55:09,HAN,PQC,economy,1970665
9314bcc4-4552-4168-a4d3-75316fdd73b3,1011,2024-06-20 22:01:12,SGN,DAD,economy,2538577
41dffc38-3a04-4e23-8e21-21b5b4e491b8,1011,2024-10-13 18:36:29,SGN,DAD,economy,2551991
fb868a62-dd3c-4c42-afb0-b339ad721b80,1011,2024-07-05 06:38:15,SGN,HAN,economy,1608743
0f590e78-e620-4c11-ad4e-df6ac279a323,1011,2024-01-16 15:26:59,SGN,HAN,economy,1610992
bde8ea6b-bddb-4a68-8d6e-4c5619a44e84,1012,2024-06-10 20:34:20,HAN,PQC,economy,2778585
0920175d-68f2-4377-93f6-55d650d99f6b,1012,2024-12-13 23:31:50,SGN,HAN,economy,2006963
3b36581b-bb6c-4ca0-915e-3315c8bc2bbe,1013,2024-07-24 09:26:05,SGN,HAN,economy,2807168
fd7b95e4-5e14-4fa2-85e1-84f1d0b7158c,1013,2024-08-05 01:01:45,SGN,DAD,economy,2428489
ff64c0dd-831d-4f07-b4cd-d0fb7041ec14,1013,2025-02-25 19:59:53,HAN,PQC,economy,2382408
7e5a905a-1291-47c9-9d04-0ca63544a937,1014,2024-01-03 08:51:13,HAN,PQC,economy,2359481
50c85774-0788-41e0-aba4-385f52739555,1014,2024-07-09 15:42:34,SGN,DAD,economy,2643052
fd448779-d8d4-4669-ae6d-80995d2cc6e8,1014,2025-08-08 07:16:38,SGN,DAD,economy,2642805
341de0b7-c0cb-434d-bbaf-6d5ff08ceb6c,1014,2024-02-23 14:11:43,SGN,DAD,economy,1549824
9371b48f-e754-4c51-9e25-6296edae04e2,1014,2024-12-08 19:45:40,SGN,HAN,economy,2575154
e38ef883-e59c-49a6-995b-c8d1277f9c0d,1014,2024-12-04 17:16:28,HAN,PQC,economy,2670929
aacd5165-0657-45f1-8319-c053c7205297,1014,2024-04-17 13:51:35,SGN,DAD,economy,1978064
3d7d5144-29dd-464d-b49a-26891dcf525c,1015,2024-12-20 13:19:36,HAN,PQC,economy,2481910
51c382e3-f9fb-4ca7-a451-6f1976a03d4b,1015,2025-01-30 16:16:06,SGN,DAD,economy,1766295
0c2d4fd1-a6b7-477c-a143-926e2ada25ff,1015,2024-07-05 22:34:38,SGN,HAN,economy,2123957
32507522-4d2b-4d0d-afd7-508836fae478,1015,2024-11-22 05:03:29,SGN,HAN,economy,2284638
64d35042-5bfc-4679-80db-148257ed1a1f,1015,2025-04-08 18:13:37,SGN,HAN,economy,2570138
1ed46e35-2fb3-4dd5-a25d-fdc2ba05982e,1015,2025-06-12 05:00:56,SGN,HAN,economy,2810136
88155f92-088b-40dc-a77c-f48c8e5354e8,1016,2024-02-24 04:36:45,SGN,HAN,economy,1820155
fa10532d-2980-4ab3-9e84-7fcfae35d397,1017,2025-08-03 21:09:38,SGN,DAD,economy,1506410
cdf29be3-9e2f-4ad5-9f3e-d32fbba23381,1017,2025-04-01 19:21:34,SGN,DAD,economy,2913009
01ca95ed-360f-40ae-bfab-5ab6ce147e7e,1017,2025-01-05 03:46:46,SGN,DAD,economy,1730534
7d9dd6dd-3342-4fea-be09-6d7d80d3ab55,1017,2024-09-19 17:46:45,HAN,PQC,economy,1907965
6d58099b-bde9-430a-98a7-accc32ca5288,1017,2025-04-21 16:00:46,SGN,DAD,economy,2363542
b4a612dd-7d33-4aca-b6f7-6f8a8abb62da,1017,2024-05-24 20:52:24,SGN,HAN,economy,2365336
c00eb916-0a6d-4909-b6ff-5faf1e512c4b,1017,2024-03-22 01:15:19,HAN,PQC,economy,2794723
7d9aea3b-c59c-4a74-a4d5-270b123896ca,1018,2024-05-25 12:51:05,HAN,PQC,economy,2785027
c5ac9624-f6e3-4037-a326-d240615851c3,1018,2025-04-27 10:47:03,SGN,DAD,economy,2037329
8bc07512-f27e-4ca2-94b4-68ad1c7736b2,1018,2024-09-17 07:58:50,SGN,DAD,economy,1920492
a73c347f-ce74-4d37-a20b-20ea128b3f27,1018,2024-12-29 21:24:43,HAN,PQC,economy,2655327
cb6317b4-18d8-4213-adec-91fda5807b32,1019,2024-01-13 19:14:04,HAN,PQC,economy,2453648
301ea4e3-62d9-4eec-be68-8271fdd951d0,1019,2024-02-08 08:54:12,SGN,DAD,economy,2071706
bd711c48-9308-4550-9021-d81857a4ebc2,1019,2025-07-31 17:52:31,SGN,HAN,economy,1783374
4d82556a-c472-44cb-ae9a-7ec67e5d04b4,1019,2024-02-06 03:55:41,HAN,PQC,economy,1633837
71c4b5be-fd24-4237-8ce2-5415c3c546e6,1019,2024-03-11 01:13:38,HAN,PQC,economy,1553915
f77e867b-0476-4908-a2da-0fb60460e213,1019,2025-01-14 03:07:44,HAN,PQC,economy,1790006
79f162eb-d48a-4cbc-bb42-f9bdc8c6841a,1019,2024-05-01 16:48:29,HAN,PQC,economy,2962779
43be6192-dd3b-4648-adf1-941c475d6c64,1020,2025-07-25 11:03:04,HAN,BKK,business,10248318
47bb12fa-2f4d-4bc6-9d57-27fe60becebe,1020,2024-10-07 21:54:15,SGN,SIN,business,11192981
88d58ef4-f1f0-487b-9dee-f9eff7ab42f5,1020,2024-08-17 11:49:27,HAN,BKK,business,8818034
a95057cb-c4c7-41d7-9e9d-a413facf2159,1020,2024-01-27 13:11:42,HAN,BKK,business,9143381
98a2d647-a8d3-4554-8f23-6662031abdef,1020,2024-05-05 13:22:02,HAN,PQC,economy,2802259
46125344-2ad1-43f1-8045-ed8e8fdd8776,1020,2025-04-14 04:45:58,HAN,BKK,business,11693255
56fa568a-1c55-4d83-b53a-f93a72e07ee6,1020,2024-11-21 15:14:15,SGN,SIN,business,8499333
8430a6de-30c3-4019-9d89-b6dad31aadb0,1020,2025-03-16 15:43:27,HAN,PQC,economy,2079004
88d2e900-1da7-4e21-9545-2a340bdfd1aa,1020,2025-07-30 02:13:31,SGN,DAD,business,7565685
58b7db7f-30bf-436b-a3be-12a2cb0f595b,1020,2024-10-12 22:43:04,SGN,HAN,economy,2472966
61a59131-8b26-4b81-8c4c-2c8ed40e2135,1020,2024-01-20 20:34:02,SGN,DAD,business,13277806
1de9fed7-2bbe-416e-adfc-4ffcab63bfd5,1020,2024-06-30 09:47:58,HAN,PQC,business,10687015
329bad94-b7e3-422a-a90c-33883a65c6ce,1020,2024-08-08 06:32:03,SGN,DAD,economy,2133832
70c90248-bcb7-476d-aa9a-52abaca5cc81,1020,2024-05-28 21:34:17,HAN,BKK,business,10531893
5f87fbbf-94a9-4051-8c77-56c3efe1d6d0,1020,2024-12-05 13:36:10,HAN,PQC,business,6072003
85f0b268-f0e1-487d-842a-678e434ea4a7,1020,2025-01-05 02:59:03,HAN,PQC,economy,2631038
ad8e5c20-529c-42c4-8a6a-5cc3475acb24,1020,2025-06-21 08:42:03,SGN,DAD,economy,2742333
4d857392-7359-42f8-acf0-fa1f18c4e267,1020,2024-09-01 10:12:39,HAN,PQC,economy,2058577
b31dcc7c-eff3-4c09-8c0d-05aa3d4ab9f2,1021,2024-07-24 17:16:24,SGN,DAD,economy,2350662
1c582e2a-55d1-4a39-8dc3-8b8012b40cc6,1022,2024-09-14 04:43:29,SGN,HAN,economy,2226579
6cd6ae30-62c0-4a0b-8f17-ce182e416f6c,1022,2025-01-09 08:57:30,HAN,PQC,economy,2305571
79a188c3-ffd2-4d1b-a156-0187055932cc,1022,2025-07-08 09:50:38,HAN,PQC,economy,2233511
b63cb5db-06e7-424e-a4c9-1e07f1d3ed95,1022,2024-09-18 16:29:38,HAN,PQC,economy,1835502
13da9f5b-b844-478c-836d-f5e26bf90082,1023,2024-10-30 13:00:38,SGN,HAN,economy,2913715
9956f1a9-38c8-4a29-b209-d942f8da53dd,1023,2024-03-23 05:21:25,HAN,PQC,economy,1731340
a88a49d7-1897-4a16-a461-8306edffa3c0,1023,2025-06-20 15:52:09,HAN,PQC,economy,2741501
dd500a5d-06eb-4963-bf49-f91d3cec0dfe,1024,2024-01-08 20:58:59,SGN,DAD,economy,2941131
2273e6b6-bbf5-45c4-8a42-b07f9f63bcb0,1024,2024-09-18 14:53:58,SGN,HAN,economy,2389080
c50a9262-76ac-4ac3-8d57-e7ba1e1eac3c,1024,2024-08-12 11:26:07,SGN,HAN,economy,2657100
a1839434-1c32-4c23-b309-f0da4b506b04,1024,2024-02-03 22:47:38,HAN,PQC,economy,1520347
d9a92f2e-5ea9-4496-8e41-9373b393b3bf,1025,2024-11-02 16:05:55,SGN,DAD,economy,2095184
7edcbdfe-a864-4733-890e-01609cb7c41a,1025,2024-09-25 18:41:44,SGN,SIN,business,6872322
4d26d463-df03-4a7e-9f2e-8de348d9d960,1025,2024-10-29 21:03:05,SGN,HAN,business,6411006
638c388b-3e3d-44ab-a1be-f0c64ac0db44,1025,2025-01-29 20:56:56,SGN,SIN,business,12521082
1761949c-870b-4c1b-b788-8880bf46b8d1,1025,2025-01-10 21:59:00,SGN,DAD,economy,1778417
b13abb81-4af8-43c3-927c-2935aab316ce,1025,2024-09-21 03:58:47,HAN,BKK,business,14523825
3d34a7b7-ffbc-4d93-88b3-7febbfb5cd1d,1025,2024-08-09 23:57:13,HAN,PQC,business,10213833
277969ce-7c8d-4d57-8315-0d7d2739fe84,1025,2024-09-17 12:56:50,SGN,HAN,business,14832826
233d0d03-fa8d-4881-b641-42e04bbdd92a,1025,2024-12-05 20:15:45,HAN,PQC,business,12032307
cde8131f-3265-40b3-8d4f-28c8700ff294,1025,2024-08-28 11:35:26,HAN,PQC,business,13663789
2393b897-e35d-4c0e-b98d-44fa95504ddb,1025,2024-06-09 13:40:18,SGN,HAN,business,5183146
881c592b-ad1a-4145-b72d-361e3598a5d6,1025,2025-05-31 23:00:58,HAN,PQC,economy,1760776
1028bd94-6cbd-419f-9c80-7c7fe25b0aee,1025,2025-02-19 05:01:08,SGN,DAD,business,11490603
d2847b06-c566-4427-8fee-8f3a009dd1db,1025,2024-12-07 08:57:46,HAN,BKK,business,12068256
5a035455-f83b-4bdf-8a7a-ddb4a6982daa,1025,2024-03-20 08:38:08,SGN,DAD,economy,2174676
